parcel_id,zoning,lot_sqft
10275000013,5000,70262
10275000050,5000,14040
10276000010,5000,0
10276000020,6300,0
10276000030,5920,0
10276000040,5810,0
10276000050,5000,0
10277000010,6700,0
10277000060,6700,0
10278000010,5000,52336
10278000020,5000,1222
10278000030,5000,1250
10278000040,5000,5401
10289000010,6700,0
10289000020,6700,0
10289000030,3000,37264
10290000025,3000,113473
10291000010,3000,40903
10291000015,3000,14574
10291000020,6700,0
10291000030,6995,84027
10292000025,5000,0
10293000010,5000,71787
10293000020,4800,0
10294000010,3000,38463
10294000020,3000,41817
10315000030,2000,12000
10316000011,3000,24045
10316000031,3000,20996
10318000010,3000,5619
10318000020,6376,27399
10318000030,3000,43516
10319000010,5000,12000
10319000055,3000,2400
10319000060,5000,6000
10319000070,5000,6000
10320000010,5000,26441
10320000020,6370,19254
10320000030,5000,26179
10327000130,2000,22724
10327000140,3000,50667
10327000150,4800,18965
10327000160,3000,14309
10329000010,2200,23500
10329000030,6300,5200
10329000045,5000,12000
10329000075,5000,12003
10329000105,5810,9240
10330000030,5000,1600
10330000070,5000,8400
10330000075,2200,7920
10330000105,5000,3480
10336000030,5000,27120
10337000010,5000,33685
10337000020,5000,40990
10338000010,5000,0
10338000020,5000,0
10338000030,5000,1594
10338000040,5000,1593
10338000060,5000,26290
10338000130,1120,0
10338000140,1010,0
10338000150,1120,0
10338000160,1120,0
10344000070,1010,0
10344000080,3000,2000
10344000090,5000,6748
10344000100,5000,10106
10344000110,3990,19721
10345000016,5000,104573
10345000070,1010,0
10345000090,3000,4000
10345000100,3000,2000
10345000110,3000,2000
10346000015,0,25900
10346000025,3000,19166
10346000035,3000,12197
10346000045,3000,12197
10359000180,5000,12206
10360000011,5000,3223
10360000030,1120,0
10360000045,0,17871
10360000131,5000,58588
10360000135,5000,4225
10360000140,6911,9412
10360000150,5000,48918
10360000200,5000,1655
10361000056,5000,18880
10361000057,5000,14354
10361000080,7600,70567
10361000090,5000,7038
10369000030,5810,7230
10369000040,5000,12050
10369000045,5000,9636
10369000050,5000,13496
10369000055,6700,0
10369000060,5000,19622
10369000070,5000,14463
10369000080,5000,38594
10369000090,5000,6581
10371000015,5000,0
10371000050,5000,12144
10371000065,5820,14532
10373000120,5990,5880
10373000130,5000,3430
10373000140,5820,3736
10373000150,5000,3559
10373000165,1111,0
10373000175,1111,0
